shed_code,shed_name,park_code,manager_code,manager_name,assignment_source,source_ref,confidence,needs_review,manager_role,backup_manager_code,backup_manager_name,backup_role,backup_source_ref,goat_count,notes
CBE_SHED_GODEL_1_PART_3,Godel 1 - Part 3,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_1_PART_4,Godel 1 - Part 4,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_1_PART_5,Godel 1 - Part 5,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_1_PART_6,Godel 1 - Part 6,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,5,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_1_PART_7,Godel 1 - Part 7,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,17,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_1_PART_8,Godel 1 - Part 8,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_2,Godel 2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,38,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_2_PART_2,Godel 2 - Part 2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,17,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_2_PART_3,Godel 2 - Part 3,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,10,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_2_PART_4,Godel 2 - Part 4,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,6,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_2_PART_5,Godel 2 - Part 5,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_2_PART_6,Godel 2 - Part 6,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_GODEL_2_PART_8,Godel 2 - Part 8,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_HO_CHI_MINH,Ho Chi Minh,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_HO_CHI_MINH_1,Ho Chi Minh 1,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_HO_CHI_MINH_2,Ho Chi Minh 2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,3,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_1,Mandela 1,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,25,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_1_PART_1,Mandela 1 - Part 1,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_1_PART_2,Mandela 1 - Part 2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,3,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_1_PART_3,Mandela 1 - Part 3,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_1_PART_4,Mandela 1 - Part 4,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,3,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_1_PART_5,Mandela 1 - Part 5,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,3,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_1_PART_7,Mandela 1 - Part 7,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,8,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_1_PART_8,Mandela 1 - Part 8,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,5,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_2,Mandela 2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,27,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_2_PART_1,Mandela 2 - Part 1,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,7,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_2_PART_2,Mandela 2 - Part 2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_2_PART_3,Mandela 2 - Part 3,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,3,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_2_PART_4,Mandela 2 - Part 4,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_2_PART_5,Mandela 2 - Part 5,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,10,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_2_PART_6,Mandela 2 - Part 6,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,6,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_2_PART_7,Mandela 2 - Part 7,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_MANDELA_2_PART_8,Mandela 2 - Part 8,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,3,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_Q2,Q2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_QUARANTINE,Quarantine,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_1,Sumathi 1,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,24,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_1_PART_1,Sumathi 1 - Part 1,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_1_PART_4,Sumathi 1 - Part 4,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_1_PART_5,Sumathi 1 - Part 5,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,7,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_1_PART_6,Sumathi 1 - Part 6,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,13,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_1_PART_7,Sumathi 1 - Part 7,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,15,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_1_PART_8,Sumathi 1 - Part 8,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,8,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_2,Sumathi 2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,17,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_2_PART_1,Sumathi 2 - Part 1,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,7,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_2_PART_2,Sumathi 2 - Part 2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_2_PART_3,Sumathi 2 - Part 3,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,8,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_2_PART_4,Sumathi 2 - Part 4,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,3,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_2_PART_5,Sumathi 2 - Part 5,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_2_PART_6,Sumathi 2 - Part 6,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,5,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_2_PART_7,Sumathi 2 - Part 7,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,9,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_SUMATHI_2_PART_8,Sumathi 2 - Part 8,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,15,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA,Yashoda,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,8,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_1,Yashoda 1,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,14,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_10,Yashoda 10,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,23,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_2,Yashoda 2,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,17,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_3,Yashoda 3,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,22,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_4,Yashoda 4,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,13,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_5,Yashoda 5,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,8,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_6,Yashoda 6,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,15,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_7,Yashoda 7,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,12,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_8,Yashoda 8,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,24,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CBE_SHED_YASHODA_9,Yashoda 9,CBE,HRMS-MANUAL-9030,Fixture Staff Manual 030,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-020,Fixture Staff 020,Backup Manager,synthetic sanitized fixture roster,20,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_CASTRO_1,Castro 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,5,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_CASTRO_2,Castro 2,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,13,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GANDHI_1,Gandhi 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,30,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GANDHI_2,Gandhi 2,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,37,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GANDHI_3,Gandhi 3,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,36,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GODEL_1,Godel 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,60,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
